Date,Open,High,Low,Close,Volume,Adj Close
2012-03-06,80.67,81.29,77.50,77.50,1556100,34.848
2012-03-05,80.29,81.31,79.52,80.67,758700,36.274
2012-03-02,79.92,81.40,79.80,80.74,1309700,36.305
2012-03-01,77.25,79.27,77.25,78.72,947900,35.397
2012-02-29,78.37,78.70,77.32,77.61,580600,34.898
2012-02-28,77.69,78.35,76.70,78.30,732000,35.208
2012-02-27,79.00,79.09,76.67,77.43,1514400,34.817
2012-02-24,80.90,81.45,79.20,79.48,1029400,35.738
2012-02-23,80.80,81.53,80.13,80.66,689700,36.269
2012-02-22,80.45,81.20,80.16,80.66,611400,36.269
2012-02-21,81.00,81.27,80.30,80.61,465000,36.247
2012-02-20,81.86,81.86,80.41,80.77,427300,36.318
2012-02-17,81.42,81.59,80.65,81.44,640700,36.62
2012-02-16,81.58,81.94,80.94,81.23,563500,36.525
2012-02-15,81.98,82.28,81.40,82.13,617900,36.93
2012-02-14,81.40,82.08,81.00,81.55,498700,36.669
2012-02-13,81.73,82.05,81.32,82.00,412300,36.872
2012-02-10,80.77,81.74,80.43,81.60,609700,36.692
2012-02-09,81.10,81.26,80.14,81.00,649100,36.422
2012-02-08,81.56,81.96,80.76,80.94,427800,36.395
2012-02-07,81.48,81.84,80.37,81.20,485300,36.512
2012-02-06,81.38,81.60,80.76,81.29,404300,36.552
2012-02-03,81.60,82.73,80.70,81.55,779800,36.669
2012-02-02,81.47,83.06,81.01,81.50,1049100,36.647
2012-02-01,80.00,81.80,79.84,81.58,809300,36.683
2012-01-31,80.22,80.49,79.61,79.76,910200,35.864
2012-01-30,78.00,80.18,78.00,80.17,821100,36.049
2012-01-27,78.00,79.36,77.94,78.52,696900,35.307
2012-01-26,77.83,78.47,77.43,78.28,728400,35.199
2012-01-25,77.62,77.87,76.95,77.40,558900,34.803
2012-01-24,77.01,77.81,76.83,77.30,381100,34.758
2012-01-23,76.95,77.30,76.32,77.30,389200,34.758
2012-01-20,77.60,77.79,76.70,76.90,726600,34.578
2012-01-19,77.74,77.89,77.04,77.70,797700,34.938
2012-01-18,76.04,77.80,76.04,77.59,680400,34.889
2012-01-17,76.25,77.15,75.68,76.86,500300,34.56
2012-01-16,75.39,75.94,75.22,75.71,320800,34.043
2012-01-13,76.27,76.32,75.21,75.67,440900,34.025
2012-01-12,76.60,76.65,75.21,75.45,791200,33.926
2012-01-11,77.44,77.78,75.61,76.59,811600,34.439
2012-01-10,77.39,78.13,77.14,77.65,743400,34.916
2012-01-09,77.50,77.92,76.41,76.53,611800,34.412
2012-01-06,78.01,78.31,77.29,77.74,520500,34.956
2012-01-05,78.30,79.01,77.47,77.90,772200,35.028
2012-01-04,78.58,79.83,78.31,78.40,684300,35.253
2012-01-03,78.40,79.35,78.35,78.94,690700,35.496
2012-01-02,76.80,78.18,76.24,78.18,478300,35.154
2011-12-30,76.53,77.21,76.21,77.03,242600,34.637
2011-12-29,76.49,76.53,75.98,76.39,240100,34.349
2011-12-28,75.58,76.94,75.54,76.11,352500,34.223
2011-12-27,76.92,77.24,75.68,75.80,259900,34.084
2011-12-26,76.75,76.75,76.75,76.75,000,34.511
2011-12-23,75.75,76.89,75.17,76.75,305500,34.511
2011-12-22,75.46,75.63,74.83,75.33,501700,33.872
2011-12-21,75.65,75.95,75.01,75.17,447100,33.80
2011-12-20,73.45,75.20,73.40,75.20,849000,33.814
2011-12-19,73.80,74.60,72.97,73.39,890000,33.00
2011-12-16,74.69,74.73,73.50,73.76,1711600,33.166
2011-12-15,73.90,74.83,73.66,74.50,974300,33.499
2011-12-14,73.25,73.76,72.66,73.44,707700,33.023
2011-12-13,72.37,74.14,72.37,73.58,740200,33.085
2011-12-12,73.01,73.35,72.10,72.10,477700,32.42
2011-12-09,72.20,73.64,72.13,73.42,433800,33.014
2011-12-08,72.80,73.80,72.43,72.88,683700,32.771
2011-12-07,73.70,73.71,71.77,72.51,665500,32.604
2011-12-06,72.32,73.76,72.24,73.24,509400,32.933
2011-12-05,73.14,73.79,72.48,72.65,489000,32.667
2011-12-02,74.00,74.07,72.36,72.65,752600,32.667
2011-12-01,73.83,73.89,73.08,73.21,891600,32.919
2011-11-30,71.63,73.87,71.28,73.80,1170100,33.184
2011-11-29,70.75,72.26,70.69,72.07,950500,32.407
2011-11-28,71.02,71.47,70.48,71.04,647700,31.943
2011-11-25,68.97,70.65,68.67,70.22,353000,31.575
2011-11-24,70.03,70.39,68.84,69.09,553900,31.067
2011-11-23,69.58,70.53,69.48,69.80,602800,31.386
2011-11-22,69.95,70.48,69.62,69.77,609100,31.372
2011-11-21,70.20,70.27,69.01,69.42,1027900,31.215
2011-11-18,70.50,71.27,69.66,70.55,804200,31.723
2011-11-17,72.73,72.73,70.20,70.91,959600,31.885
2011-11-16,71.95,73.39,71.44,71.87,424600,32.317
2011-11-15,71.41,73.09,70.68,72.26,711600,32.492
2011-11-14,72.47,72.75,71.61,72.00,470900,32.375
2011-11-11,70.93,72.00,70.56,71.92,587000,32.339
2011-11-10,68.49,71.01,68.22,70.93,804000,31.894
2011-11-09,71.56,71.84,68.73,69.65,759600,31.318
2011-11-08,70.30,72.18,70.08,70.77,695800,31.822
2011-11-07,71.91,72.43,69.86,69.87,1245300,31.417
2011-11-04,72.05,74.00,71.50,72.86,1583600,32.762
2011-11-03,68.44,72.00,68.40,72.00,1164700,32.375
2011-11-02,67.91,70.00,67.51,69.71,1267300,31.345
2011-11-01,66.56,67.99,65.18,67.30,1489200,30.262
2011-10-31,69.15,69.67,67.60,67.60,906800,30.397
2011-10-28,67.99,70.00,67.86,69.63,1216800,31.309
2011-10-27,67.00,68.10,66.50,67.69,1381400,30.437
2011-10-26,61.20,65.45,61.05,65.07,2656900,29.259
2011-10-25,61.18,61.43,59.78,59.98,639800,26.97
2011-10-24,61.15,61.44,60.25,61.26,571900,27.546
2011-10-21,60.70,61.14,59.73,60.94,757500,27.402
2011-10-20,60.54,61.57,60.41,60.41,537600,27.164
2011-10-19,61.38,61.84,60.72,61.18,564800,27.51
2011-10-18,59.70,61.76,59.56,61.38,600800,27.60
2011-10-17,60.76,61.10,59.96,59.96,557500,26.961
2011-10-14,59.78,60.88,59.76,60.54,704500,27.222
2011-10-13,60.47,61.00,59.34,59.66,718200,26.826
2011-10-12,60.56,61.20,60.25,61.00,607000,27.429
2011-10-11,60.89,61.50,60.25,60.78,380000,27.33
2011-10-10,60.14,61.05,59.71,60.89,630100,27.379
2011-10-07,59.35,60.01,59.11,59.38,507100,26.70
2011-10-06,60.05,60.19,58.40,59.61,1024200,26.804
2011-10-05,59.48,59.98,58.60,59.74,573900,26.862
2011-10-04,61.05,61.15,58.15,58.73,1124400,26.408
2011-10-03,60.71,61.72,60.32,61.47,518700,27.64
2011-09-30,61.81,61.81,60.65,61.50,709600,27.654
2011-09-29,61.69,62.58,61.36,61.62,729700,27.708
2011-09-28,60.40,62.20,60.35,61.62,786900,27.708
2011-09-27,59.00,60.77,58.88,60.70,983200,27.294
2011-09-26,56.61,58.68,56.29,57.98,677000,26.071
2011-09-23,57.80,57.80,56.10,57.15,746600,25.698
2011-09-22,58.50,58.50,57.05,57.42,1072000,25.819
2011-09-21,61.01,61.28,59.72,59.81,745100,26.894
2011-09-20,58.78,61.34,58.78,61.20,916900,27.519
2011-09-19,58.80,59.49,58.43,58.90,707800,26.485
2011-09-16,58.29,60.30,58.10,59.53,2799300,26.768
2011-09-15,57.22,58.13,56.59,57.84,1704100,26.008
2011-09-14,56.61,57.59,56.43,56.93,1314000,25.599
2011-09-13,57.59,57.59,55.92,57.25,1571700,25.743
2011-09-12,57.91,57.98,56.56,56.82,1252300,25.549
2011-09-09,60.89,60.96,59.03,59.07,706100,26.561
2011-09-08,61.47,62.13,60.44,61.09,937500,27.469
2011-09-07,60.05,61.69,59.33,61.61,1346600,27.703
2011-09-06,58.15,58.59,57.29,58.36,1683500,26.242
2011-09-05,59.45,59.76,58.21,58.21,1019900,26.174
2011-09-02,61.59,61.82,59.92,60.82,879300,27.348
2011-09-01,62.23,63.14,61.01,62.46,943600,28.085
2011-08-31,61.21,62.80,61.03,62.44,1115100,28.076
2011-08-30,61.17,61.38,60.29,61.20,898800,27.519
2011-08-29,60.68,61.20,60.31,61.01,548000,27.433
2011-08-26,61.27,61.59,58.38,59.98,1719300,26.97
2011-08-25,62.69,62.94,60.49,61.57,955700,27.685
2011-08-24,62.41,62.78,61.50,62.36,1223700,28.04
2011-08-23,62.57,63.62,61.78,62.05,1040000,27.901
2011-08-22,62.00,63.60,61.57,62.31,1047200,28.018
2011-08-19,63.19,63.71,61.21,62.44,2329100,28.076
2011-08-18,64.28,64.85,62.41,63.51,1564000,28.557
2011-08-17,64.67,65.44,64.26,65.15,678400,29.295
2011-08-16,64.78,65.42,64.15,65.00,886600,29.227
2011-08-15,65.47,65.92,64.58,65.50,1085400,29.452
2011-08-12,63.17,65.14,62.15,64.81,1080100,29.142
2011-08-11,62.60,63.66,60.83,63.37,1634000,28.495
2011-08-10,65.63,66.54,61.81,61.89,2059400,27.829
2011-08-09,64.30,65.20,60.06,64.97,2635100,29.214
2011-08-08,67.00,67.82,64.80,64.80,1802400,29.138
2011-08-05,67.45,69.72,66.15,67.62,2539500,30.406
2011-08-04,71.88,72.50,68.81,68.81,1645600,30.941
2011-08-03,72.30,72.38,70.97,71.36,1477000,32.087
2011-08-02,73.01,73.32,72.62,72.75,1112700,32.712
2011-08-01,75.31,75.31,73.41,73.41,910500,33.009
2011-07-29,74.20,75.15,74.20,74.54,1330800,33.517
2011-07-28,73.05,75.59,73.05,75.29,1538300,33.854
2011-07-27,73.65,74.97,72.80,73.76,4160900,33.166
2011-07-26,77.90,78.85,77.41,77.49,798900,34.844
2011-07-25,78.30,78.46,77.53,77.92,908000,35.037
2011-07-22,78.50,78.94,77.82,78.47,715700,35.284
2011-07-21,77.29,78.39,76.39,78.39,1013800,35.248
2011-07-20,76.35,76.87,76.02,76.70,529200,34.488
2011-07-19,76.05,76.60,75.96,75.97,628000,34.16
2011-07-18,77.35,77.74,75.86,75.92,1031800,34.138
2011-07-15,76.50,78.48,75.76,77.75,1162800,34.961
2011-07-14,76.29,77.07,76.23,76.74,487500,34.506
2011-07-13,75.85,76.88,75.40,76.70,649900,34.488
2011-07-12,76.28,76.60,74.93,75.85,1127400,34.106
2011-07-11,77.60,78.35,76.98,77.25,928900,34.736
2011-07-08,77.45,78.19,77.40,77.68,709800,34.929
2011-07-07,75.99,77.45,75.88,77.40,1023700,34.803
2011-07-06,75.78,75.79,74.58,75.64,980900,34.012
2011-07-05,75.53,75.94,74.37,75.29,937200,33.854
2011-07-04,75.50,76.28,75.20,76.27,670400,34.295
2011-07-01,74.81,75.32,74.37,75.29,732500,33.854
2011-06-30,75.40,75.80,74.41,74.94,623700,33.697
2011-06-29,74.33,75.39,74.29,75.32,526700,33.868
2011-06-28,73.65,74.18,73.35,73.80,493900,33.184
2011-06-27,73.01,73.87,72.93,73.65,418000,33.117
2011-06-24,74.27,74.54,72.91,73.21,731500,32.919
2011-06-23,73.31,74.51,73.14,74.01,862100,33.279
2011-06-22,74.15,74.34,72.85,73.00,1317800,32.825
2011-06-21,75.05,75.27,74.36,75.11,542100,33.773
2011-06-20,73.84,74.98,73.62,74.64,755800,33.562
2011-06-17,74.59,75.07,73.45,74.55,1360200,33.522
2011-06-16,75.22,75.40,74.45,74.72,807400,33.598
2011-06-15,75.85,75.89,75.17,75.59,617700,33.989
2011-06-14,75.60,76.16,75.60,75.84,611300,34.102
2011-06-13,75.44,75.86,74.95,75.41,431300,33.908
2011-06-10,76.25,76.55,75.35,75.37,903800,33.89
2011-06-09,76.94,76.94,76.06,76.61,703100,34.448
2011-06-08,77.01,77.23,76.20,76.81,566300,34.538
2011-06-07,77.43,77.86,76.59,77.41,637800,34.808
2011-06-06,76.85,77.54,76.62,77.48,624000,34.839
2011-06-03,76.46,76.76,75.68,76.62,708200,34.452
2011-06-02,76.71,77.18,76.25,76.38,590700,34.345
2011-06-01,76.57,77.32,76.18,77.03,788500,34.637
2011-05-31,76.00,76.69,75.75,76.39,756700,34.349
2011-05-30,75.60,76.40,75.50,75.63,301100,34.007
2011-05-27,74.86,75.71,74.67,75.37,751000,33.89
2011-05-26,73.99,75.40,73.99,74.67,992000,33.576
2011-05-25,73.27,74.64,72.05,74.16,1179600,33.346
2011-05-24,74.21,74.80,73.60,74.27,893100,33.396
2011-05-23,74.07,74.60,73.52,74.26,1181000,33.391
2011-05-20,75.00,75.40,74.70,75.06,755900,33.751
2011-05-19,75.68,75.70,73.66,75.00,1358900,33.724
2011-05-18,75.85,76.33,75.82,76.30,707500,34.309
2011-05-17,76.48,76.50,74.65,75.50,1495500,33.949
2011-05-16,78.00,78.00,76.12,76.64,1064300,34.461
2011-05-13,77.52,78.54,77.25,78.21,952200,35.167
2011-05-12,76.49,77.76,75.85,77.73,1110500,34.952
2011-05-11,76.56,76.93,76.21,76.68,800300,34.479
2011-05-10,75.89,76.70,75.64,76.68,928200,34.479
2011-05-09,74.90,75.55,74.76,75.55,818500,33.971
2011-05-06,73.77,75.27,73.49,75.00,873200,33.724
2011-05-05,74.16,74.34,72.92,73.98,1367000,33.265
2011-05-04,75.00,75.85,74.06,74.33,2248600,33.423
2011-05-03,71.87,73.74,71.86,73.64,1475800,33.112
2011-05-02,71.40,72.33,71.09,72.01,698500,32.38
2011-04-29,71.83,72.74,71.42,71.52,1037100,32.159
2011-04-28,69.50,71.82,69.48,71.55,2008100,32.173
2011-04-27,69.39,69.39,68.60,69.10,1028200,31.071
2011-04-26,67.81,69.17,67.48,69.17,1220200,31.103
2011-04-21,68.49,68.90,66.99,67.09,1151800,30.167
2011-04-20,67.38,68.35,67.25,68.20,999800,30.666
2011-04-19,67.42,67.60,66.90,67.13,604200,30.185
2011-04-18,67.30,68.16,66.87,67.55,1466100,30.374
2011-04-15,65.73,67.49,65.73,67.21,3528900,30.221
2011-04-14,65.84,66.01,65.45,65.66,738700,29.524
2011-04-13,65.90,66.33,65.50,65.99,954400,29.673
2011-04-12,63.81,65.76,63.81,65.45,1549300,29.43
2011-04-11,63.44,64.47,63.40,64.04,1443800,28.796
2011-04-08,65.39,65.39,64.18,64.45,5817300,27.856
2011-04-07,65.41,65.72,65.17,65.17,2396400,28.167
2011-04-06,65.50,65.75,65.02,65.47,602000,28.297
2011-04-05,64.87,65.34,64.45,65.17,590200,28.167
2011-04-04,64.28,65.10,64.01,64.84,726700,28.025
2011-04-01,64.08,64.40,63.27,64.28,826900,27.783
2011-03-31,63.80,64.34,63.61,63.68,619100,27.523
2011-03-30,63.58,64.40,63.58,63.75,730300,27.553
2011-03-29,63.26,63.46,62.81,63.29,412200,27.355
2011-03-28,63.51,64.14,63.25,63.25,545700,27.337
2011-03-25,63.05,63.82,62.78,63.64,723100,27.506
2011-03-24,62.15,63.11,61.93,62.96,612800,27.212
2011-03-23,62.38,62.54,61.69,62.19,647300,26.879
2011-03-22,62.61,62.73,62.02,62.44,689300,26.987
2011-03-21,62.02,62.84,62.00,62.58,912400,27.048
2011-03-18,63.09,63.29,61.91,61.91,2073600,26.758
2011-03-17,62.71,63.29,62.12,63.07,904000,27.26
2011-03-16,63.66,63.74,62.43,62.50,1400900,27.013
2011-03-15,65.60,65.60,63.52,63.57,2022300,27.476
2011-03-14,66.08,66.75,65.91,66.26,1158300,28.638
2011-03-11,66.11,66.57,66.00,66.47,890800,28.729
2011-03-10,65.83,66.49,65.41,66.34,839100,28.673
2011-03-09,66.30,66.93,65.91,65.97,838500,28.513
2011-03-08,65.86,66.43,65.35,66.09,684100,28.565
2011-03-07,65.73,66.53,65.57,65.76,840300,28.422
2011-03-04,65.34,66.03,65.17,65.79,1049600,28.435
2011-03-03,65.37,65.52,64.76,65.10,838900,28.137
2011-03-02,63.37,65.29,63.37,65.01,1463700,28.098
2011-03-01,65.74,65.81,64.80,65.00,671300,28.094
2011-02-28,65.18,65.64,64.63,65.51,732800,28.314
2011-02-25,65.00,65.11,64.17,65.08,1012300,28.128
2011-02-24,64.78,65.88,64.14,64.72,786500,27.973
2011-02-23,64.92,65.36,64.57,65.00,821400,28.094
2011-02-22,65.28,65.39,64.21,64.72,1397500,27.973
2011-02-21,64.22,65.99,64.10,65.50,3189300,28.31
2011-02-18,62.92,62.93,62.22,62.70,866100,27.10
2011-02-17,63.15,63.45,62.11,62.59,1073500,27.052
2011-02-16,63.19,63.50,62.81,63.14,872200,27.29
2011-02-15,63.19,63.42,62.88,63.15,602100,27.294
2011-02-14,63.20,63.42,62.87,63.16,531200,27.298
2011-02-11,63.70,63.70,62.93,63.10,1005500,27.273
2011-02-10,63.78,63.99,63.62,63.83,598600,27.588
2011-02-09,64.36,64.62,63.73,63.88,693400,27.61
2011-02-08,64.63,64.65,64.06,64.50,584300,27.878
2011-02-07,64.15,65.00,63.97,64.59,1098900,27.917
2011-02-04,63.85,64.11,63.37,63.82,647000,27.584
2011-02-03,63.25,63.94,63.25,63.73,1137100,27.545
2011-02-02,62.66,63.61,62.26,63.37,1028300,27.389
2011-02-01,62.80,62.85,62.20,62.67,784900,27.087
2011-01-31,62.00,62.88,61.99,62.50,1095900,27.013
2011-01-28,62.35,62.55,61.90,61.94,703600,26.771
2011-01-27,61.70,62.85,61.50,62.54,1245100,27.03
2011-01-26,61.85,62.49,61.74,61.95,1243000,26.775
2011-01-25,60.20,62.00,59.72,61.80,2502800,26.711
2011-01-24,60.21,60.49,59.84,60.28,592500,26.054
2011-01-21,59.41,60.41,59.15,60.41,2259100,26.11
2011-01-20,60.54,61.13,59.60,59.81,1097200,25.851
2011-01-19,60.11,61.24,59.86,60.55,1567900,26.17
2011-01-18,59.80,60.10,59.04,59.84,953800,25.864
2011-01-17,59.95,60.45,59.74,59.78,595800,25.838
2011-01-14,60.43,60.55,59.75,59.98,582100,25.924
2011-01-13,60.77,61.00,60.22,60.49,763000,26.144
2011-01-12,60.34,61.34,60.33,60.52,948900,26.157
2011-01-11,60.67,60.76,59.80,60.33,782700,26.075
2011-01-10,60.94,61.00,60.28,60.53,633100,26.162
2011-01-07,60.60,61.29,60.14,61.03,536700,26.378
2011-01-06,61.10,61.17,60.60,60.81,633800,26.283
2011-01-05,60.50,61.17,60.36,60.89,973400,26.317
2011-01-04,60.33,60.81,59.67,60.47,619400,26.136
2011-01-03,60.05,60.69,59.90,60.24,565400,26.036
2010-12-30,60.86,60.89,59.85,59.85,386500,25.868
2010-12-29,60.79,60.86,60.55,60.80,225300,26.278
2010-12-28,60.43,60.64,60.13,60.64,243200,26.209
2010-12-27,60.74,61.05,60.03,60.27,290600,26.049
2010-12-23,60.42,60.68,60.29,60.59,260200,26.188
2010-12-22,60.45,60.60,59.96,60.36,502500,26.088
2010-12-21,60.10,60.50,60.02,60.43,618100,26.119
2010-12-20,60.29,60.78,59.89,59.94,741000,25.907
2010-12-17,60.83,60.83,59.90,60.10,1860600,25.976
2010-12-16,60.89,61.14,60.54,60.59,665000,26.188
2010-12-15,60.88,60.97,60.45,60.87,735800,26.309
2010-12-14,60.73,61.00,60.27,60.99,635100,26.361
2010-12-13,61.25,61.25,60.58,60.77,643600,26.265
2010-12-10,60.70,61.44,60.53,61.07,820700,26.395
2010-12-09,60.75,61.04,60.30,60.70,779900,26.235
2010-12-08,60.45,61.16,60.12,60.69,825500,26.231
2010-12-07,60.96,61.05,60.19,60.34,831200,26.08
2010-12-06,60.95,61.09,60.34,60.98,459300,26.356
2010-12-03,61.55,61.57,60.64,60.85,725500,26.30
2010-12-02,61.67,61.73,60.65,61.55,971400,26.603
2010-12-01,60.60,61.72,60.25,61.72,1296700,26.676
2010-11-30,60.60,61.08,59.88,60.14,1132700,25.993
2010-11-29,61.14,61.50,60.43,60.68,1080700,26.227
2010-11-26,60.95,61.78,59.55,61.04,1940100,26.382
2010-11-25,58.93,61.18,58.88,61.03,1960900,26.378
2010-11-24,58.41,59.19,58.00,58.80,811400,25.414
2010-11-23,59.00,59.10,58.38,58.38,657500,25.232
2010-11-22,59.68,59.69,59.00,59.04,816600,25.518
2010-11-19,59.55,59.59,58.70,59.10,902400,25.544
2010-11-18,57.98,59.76,57.75,59.47,1538200,25.704
2010-11-17,57.98,58.27,57.10,57.75,1091500,24.96
2010-11-16,58.20,58.30,57.82,57.90,695300,25.025
2010-11-15,58.40,58.59,58.16,58.30,839100,25.198
2010-11-12,58.20,58.85,58.20,58.46,987700,25.267
2010-11-11,58.50,58.72,58.20,58.40,961100,25.241
2010-11-10,58.17,58.50,57.81,58.37,1051200,25.228
2010-11-09,58.40,58.49,58.03,58.17,1070600,25.142
2010-11-08,58.12,58.74,58.00,58.52,750300,25.293
2010-11-05,58.75,58.85,58.18,58.39,1186600,25.237
2010-11-04,59.20,59.20,58.25,58.68,1416100,25.362
2010-11-03,59.92,59.92,58.75,59.03,1208200,25.513
2010-11-02,59.88,60.14,59.43,59.68,1099700,25.794
2010-11-01,60.20,60.20,59.21,59.68,955900,25.794
2010-10-29,58.75,60.05,58.70,59.85,1674600,25.868
2010-10-28,58.79,59.10,57.98,58.75,2271600,25.392
2010-10-27,60.17,60.30,57.93,58.28,3075000,25.189
2010-10-26,61.50,62.27,59.50,59.95,2919600,25.911
2010-10-25,60.93,61.21,60.54,61.14,1127200,26.425
2010-10-22,60.70,60.93,60.50,60.69,692700,26.231
2010-10-21,60.75,61.03,60.38,60.50,1169500,26.149
2010-10-20,60.90,61.05,60.60,60.90,840300,26.322
2010-10-19,61.08,61.09,60.69,60.98,970900,26.356
2010-10-18,61.15,61.19,60.93,61.08,671400,26.399
2010-10-15,61.19,61.49,60.47,61.10,1146600,26.408
2010-10-14,61.29,61.29,60.73,61.01,770000,26.369
2010-10-13,60.44,61.46,60.39,61.11,939300,26.412
2010-10-12,60.61,60.78,59.93,60.45,1097900,26.127
2010-10-11,60.60,61.02,60.52,60.77,815700,26.265
2010-10-08,61.00,61.48,60.97,61.47,757600,26.568
2010-10-07,60.81,61.43,60.65,60.90,1148600,26.322
2010-10-06,61.31,61.60,60.98,61.01,949700,26.369
2010-10-05,61.23,61.29,60.78,61.01,909000,26.369
2010-10-04,61.27,61.50,60.49,61.01,782000,26.369
2010-10-01,62.15,62.15,60.60,60.90,1252700,26.322
2010-09-30,61.81,62.56,61.59,61.62,1025100,26.633
2010-09-29,62.59,62.68,61.87,62.06,990100,26.823
2010-09-28,62.02,62.85,61.95,62.39,1471100,26.966
2010-09-27,62.52,62.72,61.86,62.10,2324700,26.84
2010-09-24,65.12,65.40,62.89,63.00,6180300,27.229
2010-09-23,71.00,71.18,69.05,70.18,1079100,30.333
2010-09-22,72.04,72.12,70.32,70.65,974300,30.536
2010-09-21,72.10,72.34,71.54,72.22,783600,31.214
2010-09-20,71.89,72.25,71.65,72.20,684900,31.206
2010-09-17,71.90,72.43,71.13,71.78,2282500,31.024
2010-09-16,71.62,72.07,71.00,71.12,642000,30.739
2010-09-15,71.87,72.00,70.65,71.70,710800,30.99
2010-09-14,72.40,72.40,70.91,71.91,1142100,31.08
2010-09-13,72.09,72.53,71.55,72.12,727200,31.171
2010-09-10,71.20,72.43,70.55,72.28,844800,31.24
2010-09-09,71.68,71.79,70.63,71.38,933900,30.851
2010-09-08,70.61,71.96,70.22,71.87,937200,31.063
2010-09-07,70.35,70.88,70.02,70.88,525000,30.635
2010-09-06,71.10,72.00,70.13,70.53,880500,30.484
2010-09-03,69.26,71.45,69.25,71.02,1647900,30.696
2010-09-02,69.34,69.80,68.80,69.12,786900,29.874
2010-09-01,68.72,69.34,67.99,69.34,712500,29.97
2010-08-31,68.06,68.54,67.77,68.54,766800,29.624
2010-08-30,69.06,69.32,68.31,68.83,453600,29.749
2010-08-27,67.61,69.25,67.57,69.00,1070400,29.823
2010-08-26,68.10,68.19,67.46,67.79,589700,29.30
2010-08-25,68.09,68.24,67.37,67.80,930800,29.304
2010-08-24,68.47,68.91,67.96,68.20,1047300,29.477
2010-08-23,67.59,68.74,67.35,68.74,870300,29.71
2010-08-20,67.83,67.83,66.62,67.25,1311900,29.066
2010-08-19,69.80,70.18,68.06,68.06,1107700,29.416
2010-08-18,68.76,69.89,68.60,69.47,870900,30.026
2010-08-17,69.49,69.74,68.87,69.13,506400,29.879
2010-08-16,68.29,69.46,68.14,69.41,924300,30.00
2010-08-13,69.18,69.18,67.55,67.80,966300,29.304
2010-08-12,68.40,69.12,68.04,68.64,861100,29.667
2010-08-11,69.00,69.34,68.23,68.46,848100,29.589
2010-08-10,69.70,69.91,69.25,69.25,930500,29.931
2010-08-09,68.94,69.64,68.81,69.63,676300,30.095
2010-08-06,69.50,69.60,68.06,68.12,953700,29.442
2010-08-05,68.70,69.46,68.61,69.26,859400,29.935
2010-08-04,68.23,68.66,67.71,68.47,1042100,29.594
2010-08-03,68.59,68.95,68.10,68.31,1011100,29.524
2010-08-02,68.11,69.01,68.00,68.89,973300,29.775
2010-07-30,67.84,68.72,66.83,68.30,1542000,29.52
2010-07-29,65.71,68.20,65.66,67.16,3235900,29.027
2010-07-28,65.50,65.54,63.71,64.20,950200,27.748
2010-07-27,62.92,64.68,62.83,64.25,1455000,27.77
2010-07-26,62.66,63.20,62.33,62.71,574300,27.104
2010-07-23,62.81,62.81,62.16,62.53,718300,27.026
2010-07-22,61.98,62.94,61.56,62.78,636800,27.134
2010-07-21,62.90,62.90,61.55,62.02,960300,26.806
2010-07-20,62.76,63.05,62.34,62.55,668000,27.035
2010-07-19,62.31,62.91,61.95,62.70,534000,27.10
2010-07-16,64.20,64.60,62.20,62.24,1363400,26.901
2010-07-15,63.81,64.37,63.71,64.05,1309200,27.683
2010-07-14,62.48,64.01,62.09,63.90,1543700,27.618
2010-07-13,60.86,62.39,60.86,62.14,972700,26.858
2010-07-12,60.10,61.23,60.04,61.01,752200,26.369
2010-07-09,59.82,59.97,59.23,59.90,953800,25.889
2010-07-08,60.09,60.09,59.47,59.67,871200,25.79
2010-07-07,58.81,59.91,58.79,59.84,1111900,25.864
2010-07-06,58.45,59.63,58.00,59.39,916900,25.669
2010-07-05,58.32,58.56,57.96,58.11,403000,25.116
2010-07-02,59.03,59.19,58.28,58.37,839800,25.228
2010-07-01,59.25,59.82,58.33,58.70,987300,25.371
2010-06-30,60.49,61.05,59.88,59.99,728800,25.928
2010-06-29,60.90,61.27,60.05,60.36,900000,26.088
2010-06-28,61.80,62.17,61.51,61.63,681800,26.637
2010-06-25,61.92,62.69,61.40,61.78,744900,26.702
2010-06-24,62.19,62.19,61.41,61.87,583300,26.741
2010-06-23,61.48,62.11,61.11,61.91,653400,26.758
2010-06-22,61.31,62.14,61.31,61.58,695500,26.616
2010-06-21,62.51,62.79,61.17,61.47,787600,26.568
2010-06-18,62.00,62.41,61.65,61.99,1979400,26.793
2010-06-17,62.00,62.19,61.68,61.85,884700,26.732
2010-06-16,62.14,62.30,61.54,62.00,935700,26.797
2010-06-15,60.10,62.10,60.05,61.95,1578100,26.775
2010-06-14,60.00,60.30,59.70,60.19,692900,26.015
2010-06-11,60.95,60.95,59.45,59.95,1603900,25.911
2010-06-10,59.60,60.87,59.53,60.72,872800,26.244
2010-06-09,59.50,59.83,58.95,59.71,799200,25.807
2010-06-08,59.83,60.10,59.00,59.30,862600,25.63
2010-06-07,59.58,59.75,58.95,59.33,480000,25.643
2010-06-04,60.31,60.56,59.71,59.82,911100,25.855
2010-06-03,60.19,60.88,60.04,60.50,837700,26.149
2010-06-02,58.46,60.02,58.12,59.87,1195300,25.876
2010-06-01,58.71,59.17,57.99,58.78,1130700,25.405
2010-05-31,59.17,59.17,58.45,58.74,794900,25.388
2010-05-28,58.68,59.39,58.48,59.20,1635200,25.587
2010-05-27,58.40,58.63,57.92,58.40,1321500,25.241
