Date,DAX,Merck,MSCI,CLeadIndic,BusConf,ConsConf,SP_POP_TOTL,SP_POP_GROW,EN_POP_DNST,NY_GNP_ATLS_CD,NY_GNP_PCAP_CD,NY_GNP_MKTP_PP_CD,NY_GNP_PCAP_PP_CD,SP_ADO_TFRT,SH_DYN_MORT,SH_IMM_MEAS,SP_URB_GROW,NY_GDP_MKTP_CD,NY_GDP_MKTP_KD_ZG,NY_GDP_DEFL_KD_ZG,NV_AGR_TOTL_ZS,NV_IND_TOTL_ZS,NV_SRV_TETC_ZS,NE_EXP_GNFS_ZS,NE_IMP_GNFS_ZS,NE_GDI_TOTL_ZS,FS_AST_DOMS_GD_ZS,MS_MIL_XPND_GD_ZS,IT_CEL_SETS_P2,IT_NET_USER_P2,TG_VAL_TOTL_GD_ZS,BX_TRF_PWKR_CD_DT,BX_KLT_DINV_CD_WD,HHDEBT,HHFA,HHDI,HHFT,HHSAVFORECAST,HHSAV
2013-01-11,7725.930176,102.25,25.049999,99.22213,99.83537,99.86818,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-01-12,7725.930176,102.25,25.049999,99.22213,99.83537,99.86818,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-01-13,7725.930176,102.25,25.049999,99.22213,99.83537,99.86818,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-01-14,7737.609863,101.6,25.17,99.22213,99.83537,99.86818,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-01-15,7704.049805,101.25,24.85,99.22213,99.83537,99.86818,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-01-16,7661.609863,100.9,24.790001,99.22213,99.83537,99.86818,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-01-17,7677.279785,100.95,25.18,99.22213,99.83537,99.86818,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-01-18,7747.129883,101.1,25.08,99.22213,99.83537,99.86818,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-01-19,7747.129883,101.1,25.08,99.22213,99.83537,99.86818,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-01-20,7747.129883,101.1,25.08,99.22213,99.83537,99.86818,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-01-21,7727.77002,99.94,25.08,99.22213,99.83537,99.86818,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-01-22,7741.879883,99.09,24.98,99.22213,99.83537,99.86818,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-01-23,7702.919922,99.13,25,99.22213,99.83537,99.86818,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-01-24,7700.529785,101.5,25.120001,99.22213,99.83537,99.86818,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-01-25,7746.779785,101.25,25.73,99.22213,99.83537,99.86818,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-01-26,7746.779785,101.25,25.73,99.22213,99.83537,99.86818,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-01-27,7746.779785,101.25,25.73,99.22213,99.83537,99.86818,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-01-28,7859.830078,102.75,25.780001,99.22213,99.83537,99.86818,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-01-29,7841.959961,102.2,25.690001,99.22213,99.83537,99.86818,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-01-30,7855.680176,101.95,25.799999,99.22213,99.83537,99.86818,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-01-31,7800.450195,100.5,25.709999,99.22213,99.83537,99.86818,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-02-01,7792.589844,102.55,26,99.39678,99.94671,100.0798,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-02-02,7792.589844,102.55,26,99.39678,99.94671,100.0798,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-02-03,7792.589844,102.55,26,99.39678,99.94671,100.0798,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-02-04,7822.540039,103.85,25.51,99.39678,99.94671,100.0798,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-02-05,7643.540039,101.65,25.290001,99.39678,99.94671,100.0798,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-02-06,7665.879883,101,24.92,99.39678,99.94671,100.0798,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-02-07,7581.370117,99,25.09,99.39678,99.94671,100.0798,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-02-08,7607.569824,98.52,24.940001,99.39678,99.94671,100.0798,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-02-09,7607.569824,98.52,24.940001,99.39678,99.94671,100.0798,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-02-10,7607.569824,98.52,24.940001,99.39678,99.94671,100.0798,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-02-11,7627.720215,97.99,24.99,99.39678,99.94671,100.0798,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-02-12,7619.120117,99.16,25.040001,99.39678,99.94671,100.0798,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-02-13,7678.47998,100.25,25.42,99.39678,99.94671,100.0798,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-02-14,7697.890137,101.95,24.870001,99.39678,99.94671,100.0798,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-02-15,7636.259766,101.9,24.959999,99.39678,99.94671,100.0798,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-02-16,7636.259766,101.9,24.959999,99.39678,99.94671,100.0798,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-02-17,7636.259766,101.9,24.959999,99.39678,99.94671,100.0798,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-02-18,7591.080078,103.45,24.959999,99.39678,99.94671,100.0798,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
2013-02-19,7614.100098,103.25,25.23,99.39678,99.94671,100.0798,80425823,-1.69134895621081,230.750625466231,3755769315846.54,46700,3592368752004.81,44670,8.026,3.9,97,-1.42320917049157,3533242461467.05,0.376483651233798,1.49997802781789,0.873654308822892,30.683034038958,68.4433116522191,45.9242881559329,40.0424015418742,19.1784064875086,157.402014618713,1.31524782719372,111.594039820304,82.3499984738392,72.6903300548923,16433903353.8406,54659879056.009,95.47638,39.5527,0.623393399349514,8.310776,9.1356600483,9.26037780050794
